date,symbol,time_str,price,quantity
20240207,SH.510050,09:30:02.620,2.948,1000
20240207,SH.510050,09:30:01.586,2.947,1200
20240207,SH.510050,09:30:08.564,2.947,5000
20240207,SH.510050,09:30:06.530,2.947,5000
20240207,SH.510050,09:30:10.012,2.948,1500
20240207,SH.510050,09:30:10.555,2.949,1500
20240207,SH.510050,09:30:13.595,2.947,800
20240207,SH.510050,09:30:14.758,2.947,300
20240207,SH.510050,09:30:12.866,2.948,3000
20240207,SH.510050,09:30:19.887,2.949,4000
20240207,SH.510050,09:30:25.544,2.951,200
20240207,SH.510050,09:30:29.009,2.95,4000
20240207,SH.510050,09:30:28.378,2.95,600
20240207,SH.510050,09:30:31.606,2.95,1100
20240207,SH.510050,09:30:37.766,2.95,2000
20240207,SH.510050,09:30:41.002,2.949,1200
20240207,SH.510050,09:30:42.703,2.951,300
20240207,SH.510050,09:30:42.700,2.951,300
20240207,SH.510050,09:30:42.402,2.951,1000
20240207,SH.510050,09:30:46.290,2.95,900
20240207,SH.510050,09:30:45.097,2.949,1000
20240207,SH.510050,09:30:49.752,2.949,200
20240207,SH.510050,09:30:48.278,2.948,800
20240207,SH.510050,09:30:53.812,2.948,100
20240207,SH.510050,09:30:56.427,2.948,200
20240207,SH.510050,09:30:55.987,2.948,600
20240207,SH.510050,09:30:56.986,2.947,800
20240207,SH.510050,09:30:56.548,2.948,1000
20240207,SH.510050,09:31:02.968,2.947,3000
20240207,SH.510050,09:31:02.340,2.948,200
20240207,SH.510050,09:31:05.839,2.949,200
20240207,SH.510050,09:31:05.433,2.949,600
20240207,SH.510050,09:31:06.753,2.95,200
20240207,SH.510050,09:31:09.314,2.95,1500
20240207,SH.510050,09:31:09.164,2.949,1500
20240207,SH.510050,09:31:09.707,2.949,1000
20240207,SH.510050,09:31:14.024,2.95,2000
20240207,SH.510050,09:31:12.476,2.949,800
20240207,SH.510050,09:31:14.666,2.95,1200
20240207,SH.510050,09:31:14.912,2.949,800
20240207,SH.510050,09:31:16.873,2.949,500
20240207,SH.510050,09:31:15.835,2.95,100
20240207,SH.510050,09:31:17.275,2.949,600
20240207,SH.510050,09:31:18.230,2.949,1000
20240207,SH.510050,09:31:20.469,2.949,2500
20240207,SH.510050,09:31:20.441,2.949,4000
20240207,SH.510050,09:31:24.914,2.95,5000
20240207,SH.510050,09:31:24.520,2.951,2500
20240207,SH.510050,09:31:26.841,2.951,3000
20240207,SH.510050,09:31:24.883,2.95,100
20240207,SH.510050,09:31:25.035,2.95,900
20240207,SH.510050,09:31:36.962,2.948,200
20240207,SH.510050,09:31:37.621,2.948,400
20240207,SH.510050,09:31:38.768,2.947,300
20240207,SH.510050,09:31:40.155,2.947,200
20240207,SH.510050,09:31:42.196,2.947,5000
20240207,SH.510050,09:31:44.959,2.946,400
20240207,SH.510050,09:31:42.900,2.946,500
20240207,SH.510050,09:31:46.158,2.946,800
20240207,SH.510050,09:31:50.854,2.945,400
20240207,SH.510050,09:31:48.906,2.946,4000
20240207,SH.510050,09:31:48.550,2.945,1200
20240207,SH.510050,09:31:49.091,2.945,1200
20240207,SH.510050,09:31:53.034,2.945,800
20240207,SH.510050,09:31:53.416,2.946,300
20240207,SH.510050,09:31:55.423,2.945,900
20240207,SH.510050,09:31:59.958,2.944,900
20240207,SH.510050,09:31:57.996,2.944,600
20240207,SH.510050,09:32:01.585,2.945,200
20240207,SH.510050,09:32:02.796,2.944,4000
20240207,SH.510050,09:32:03.100,2.945,600
20240207,SH.510050,09:32:05.868,2.945,800
20240207,SH.510050,09:32:06.048,2.944,1500
20240207,SH.510050,09:32:09.519,2.944,2000
20240207,SH.510050,09:32:14.785,2.945,2000
20240207,SH.510050,09:32:13.049,2.944,2000
20240207,SH.510050,09:32:15.320,2.944,3000
20240207,SH.510050,09:32:16.114,2.945,3100
20240207,SH.510050,09:32:16.798,2.944,1000
20240207,SH.510050,09:32:18.440,2.944,600
20240207,SH.510050,09:32:22.263,2.944,5000
20240207,SH.510050,09:32:24.646,2.944,3000
20240207,SH.510050,09:32:30.877,2.944,600
20240207,SH.510050,09:32:30.166,2.943,1000
20240207,SH.510050,09:32:33.478,2.946,300
20240207,SH.510050,09:32:33.985,2.945,3000
20240207,SH.510050,09:32:37.260,2.946,1000
20240207,SH.510050,09:32:38.612,2.946,200
20240207,SH.510050,09:32:36.429,2.947,1400
20240207,SH.510050,09:32:38.832,2.947,200
20240207,SH.510050,09:32:41.686,2.948,900
20240207,SH.510050,09:32:40.426,2.949,3100
20240207,SH.510050,09:32:39.523,2.949,400
20240207,SH.510050,09:32:42.753,2.947,2500
20240207,SH.510050,09:32:42.988,2.948,400
20240207,SH.510050,09:32:47.322,2.946,500
20240207,SH.510050,09:32:46.899,2.946,1200
20240207,SH.510050,09:32:50.792,2.946,2500
20240207,SH.510050,09:32:48.188,2.946,300
20240207,SH.510050,09:32:52.527,2.947,100
20240207,SH.510050,09:32:54.801,2.948,400
20240207,SH.510050,09:32:55.371,2.948,1000
20240207,SH.510050,09:32:59.031,2.948,600
20240207,SH.510050,09:32:59.247,2.948,500
20240207,SH.510050,09:33:02.058,2.948,900
20240207,SH.510050,09:33:09.097,2.949,1500
20240207,SH.510050,09:33:10.653,2.949,500
20240207,SH.510050,09:33:10.568,2.949,500
20240207,SH.510050,09:33:11.726,2.949,1000
20240207,SH.510050,09:33:12.146,2.95,2000
20240207,SH.510050,09:33:14.031,2.95,2500
20240207,SH.510050,09:33:16.479,2.949,200
